"Track URI","Track Name","Artist URI(s)","Artist Name(s)","Album URI","Album Name","Album Artist URI(s)","Album Artist Name(s)","Album Release Date","Album Image URL","Disc Number","Track Number","Track Duration (ms)","Track Preview URL","Explicit","Popularity","Added By","Added At","Danceability","Energy","Key","Loudness","Mode","Speechiness","Acousticness","Instrumentalness","Liveness","Valence","Tempo","Time Signature"
"spotify:track:0ZS5uo7pepINDbBRGzEXq0","Begin Again","spotify:artist:54tv11ndFfiqXiR03PwdlB","Adam Melchor","spotify:album:1YRyAjsB08BYLAGB4oLPV2","Melchor Lullaby Hotline Vol. 1","spotify:artist:54tv11ndFfiqXiR03PwdlB","Adam Melchor","2021-03-19","https://i.scdn.co/image/ab67616d0000b273667b8d322e53ea20b312e9c4","1","4","226408","https://p.scdn.co/mp3-preview/b6bf47fda73d2875cf10dd74e64dcb0e4b90a69b?cid=9950ac751e34487dbbe027c4fd7f8e99","false","39","spotify:user:avl7949","2021-08-31T04:15:12Z","0.494","0.791","7","-5.371","1","0.0376","0.0234","0.0159","0.582","0.58","94.96","4"
"spotify:track:7x8pfKKUUnamaGUOuEVvQX","The Way It Would Be","spotify:artist:3m8lmJWxlk9SPTFFCdxJVz","Field Guide","spotify:album:4vd5ISaBt9DKezwJ8PKnDj","The Way It Would Be","spotify:artist:3m8lmJWxlk9SPTFFCdxJVz","Field Guide","2021-04-02","https://i.scdn.co/image/ab67616d0000b273b85519006e6214e7c5d9356a","1","1","196566","https://p.scdn.co/mp3-preview/e14f3254cb6f3473353061a67ca9602e09d6ea3c?cid=9950ac751e34487dbbe027c4fd7f8e99","false","21","spotify:user:avl7949","2021-08-31T04:15:15Z","0.597","0.531","7","-10.304","1","0.0586","0.334","0.0421","0.092","0.493","158.308","4"
"spotify:track:6Q83uSgaNMmy1aKMClkfQY","judas","spotify:artist:7rrTqtOUOwva4sgTx9C9F9","Joy Oladokun","spotify:album:7yemOBr0RNb26tsE0lKaDB","in defense of my own happiness (complete)","spotify:artist:7rrTqtOUOwva4sgTx9C9F9","Joy Oladokun","2021-07-09","https://i.scdn.co/image/ab67616d0000b273f2ab03ef0200ea7279a72d42","1","20","161706","https://p.scdn.co/mp3-preview/65d0ed61d12b004cf7a2be08cef55c1ca84b5f19?cid=9950ac751e34487dbbe027c4fd7f8e99","false","29","spotify:user:avl7949","2021-08-31T04:15:18Z","0.413","0.258","0","-9.363","1","0.0329","0.9","0","0.128","0.268","133.403","3"
"spotify:track:6A2itXgDf96XHp9qR6oyPN","Meteor Shower","spotify:artist:2hR4h1Cao2ueuI7Cx9c7V8","Cavetown","spotify:album:0ZyaO9oGhq7blYJzo3l65t","Cavetown","spotify:artist:2hR4h1Cao2ueuI7Cx9c7V8","Cavetown","2015-11-09","https://i.scdn.co/image/ab67616d0000b2739ed6b04a8fe894a9204630f6","1","1","265010","https://p.scdn.co/mp3-preview/f201028721c24a78f2d2a7c94eca8d7ec358ca46?cid=9950ac751e34487dbbe027c4fd7f8e99","false","70","spotify:user:avl7949","2021-08-31T04:15:20Z","0.512","0.488","5","-10.31","1","0.0328","0.428","0.000051","0.109","0.141","170.017","3"
"spotify:track:06gBFQUv9hN6fhzwV7rIOb","Gates of Cloud","spotify:artist:1IMFkgZ2ZpHknO1v2n97CH","Roland Faunte","spotify:album:5qqKXd7WVt9m2ZnSFWY3eK","Gates of Cloud","spotify:artist:1IMFkgZ2ZpHknO1v2n97CH","Roland Faunte","2020-08-14","https://i.scdn.co/image/ab67616d0000b273993ae7efdae132f150136e75","1","1","226170","https://p.scdn.co/mp3-preview/8ce5f0aea81a767d5d77aa5a5b1333b7e51efad0?cid=9950ac751e34487dbbe027c4fd7f8e99","false","34","spotify:user:avl7949","2021-08-31T04:15:22Z","0.724","0.535","9","-9.045","1","0.0354","0.751","0.314","0.0787","0.578","99.99","4"
"spotify:track:0xTeXPqhIeMe6fwXsZdjnJ","Mountaintop","spotify:artist:3nJWBJvK7uGvfp4iZh9CkN","Relient K","spotify:album:1Eu5hjxGZVpyH3JSRoU5yi","Air for Free","spotify:artist:3nJWBJvK7uGvfp4iZh9CkN","Relient K","2016-07-22","https://i.scdn.co/image/ab67616d0000b273000d96ca0fdf3be107d772a0","1","9","218146","https://p.scdn.co/mp3-preview/ccd5e9c209d117d1b9259fd13a41485eead12bbd?cid=9950ac751e34487dbbe027c4fd7f8e99","false","37","spotify:user:avl7949","2021-08-31T04:15:24Z","0.623","0.783","7","-6.75","1","0.0261","0.0144","0.0000399","0.377","0.861","104.979","4"
"spotify:track:5Fy46k558RutcQ14N3lx7p","Play Pretend","spotify:artist:70LuGDrcHRTN0dQJoLN7rf","Alex Sampson","spotify:album:6LM1ve3neiudZY3u6CyIzV","Play Pretend","spotify:artist:70LuGDrcHRTN0dQJoLN7rf","Alex Sampson","2020-12-11","https://i.scdn.co/image/ab67616d0000b273562a9a7138cf350551769498","1","1","185883","https://p.scdn.co/mp3-preview/1ce9a42f4010ab41dce67afd502ffc8219b3072a?cid=9950ac751e34487dbbe027c4fd7f8e99","false","55","spotify:user:avl7949","2021-08-31T04:15:26Z","0.583","0.491","7","-7.305","1","0.0265","0.671","0","0.157","0.286","135.97","4"
"spotify:track:3kcX1eNaWhs3uqgwpRWgID","Acting My Age","spotify:artist:3VLf4DlBTN2ZRwygS3TNti","The Academic","spotify:album:2Ty2YnDFpPDqlclwEeNHVW","Acting My Age","spotify:artist:3VLf4DlBTN2ZRwygS3TNti","The Academic","2020-07-06","https://i.scdn.co/image/ab67616d0000b2738ab3096be8ebe8c8f88300dd","1","1","222312","https://p.scdn.co/mp3-preview/3a6975531fd61654d18c911e41ef2ed94b8599b6?cid=9950ac751e34487dbbe027c4fd7f8e99","false","56","spotify:user:avl7949","2021-08-31T04:15:29Z","0.66","0.768","9","-3.945","1","0.0266","0.000903","0.0000209","0.326","0.77","120.03","4"
"spotify:track:6pMX22sZK50GZuFYgNNKlA","What If","spotify:artist:4h1KKGcIKkVPfuH6K7nVYa","Frank Hamilton","spotify:album:1u6hQWWROBCFcYMWKoJY5i","Songs to Make Life Slightly Less Awkward","spotify:artist:4h1KKGcIKkVPfuH6K7nVYa","Frank Hamilton","2016-09-30","https://i.scdn.co/image/ab67616d0000b2732d3c026deeeebc9b45fbc348","1","9","162289","https://p.scdn.co/mp3-preview/2bf714cda98129902e6e7f2d207d753a09ee57ad?cid=9950ac751e34487dbbe027c4fd7f8e99","false","40","spotify:user:avl7949","2021-08-31T04:15:30Z","0.671","0.681","0","-5.976","1","0.0377","0.217","0","0.176","0.721","119.965","4"
"spotify:track:77LRMJWWUt85fNPHiospQU","April 7th","spotify:artist:4o0pNHbyj36LPvukNqEug0","The Maine","spotify:album:0XFA5pfYjdDx6tnPLEaeDz","XOXO: From Love & Anxiety In Real Time","spotify:artist:4o0pNHbyj36LPvukNqEug0","The Maine","2021-07-09","https://i.scdn.co/image/ab67616d0000b273efc97c146caf056c85eabeff","1","5","196504","https://p.scdn.co/mp3-preview/ed29a1d869fe5434133dd771420581fb184c9147?cid=9950ac751e34487dbbe027c4fd7f8e99","false","47","spotify:user:avl7949","2021-08-31T04:15:33Z","0.617","0.857","0","-3.996","1","0.0323","0.165","0","0.22","0.834","130.025","4"
"spotify:track:7qFtcljd0PZ5kJZos70YjT","chance with you","spotify:artist:1ZwhhTSUPr7EBZHd1GjOT7","mehro","spotify:album:78pXYuIlTIUBQhtQTH8gTP","SKY ON FIRE","spotify:artist:1ZwhhTSUPr7EBZHd1GjOT7","mehro","2021-03-25","https://i.scdn.co/image/ab67616d0000b273b6001fc409be66aba716ee8b","1","5","215515","https://p.scdn.co/mp3-preview/68f40e5dff0f1ace01b63da4468507626e78b486?cid=9950ac751e34487dbbe027c4fd7f8e99","false","62","spotify:user:avl7949","2021-08-31T04:15:35Z","0.562","0.494","4","-8.13","0","0.0278","0.864","0.0259","0.153","0.383","144.104","4"
"spotify:track:1S30kHvkkdMkcuCTGSgS41","Nine in the Afternoon - Single Mix","spotify:artist:20JZFwl6HVl6yg8a4H3ZqK","Panic! At The Disco","spotify:album:7Hk9WbjPbN1n2GXaK7aldw","Pretty. Odd.","spotify:artist:20JZFwl6HVl6yg8a4H3ZqK","Panic! At The Disco","2008-03-21","https://i.scdn.co/image/ab67616d0000b273586acdba3a0ddc93693a313e","1","2","191560","https://p.scdn.co/mp3-preview/7d3b616ae5cd1f1c5ccc2adb292feff42cecb0f4?cid=9950ac751e34487dbbe027c4fd7f8e99","false","63","spotify:user:avl7949","2021-08-31T04:15:37Z","0.405","0.689","10","-5.75","1","0.0365","0.0843","0","0.207","0.397","155.189","4"
"spotify:track:51LIqkda3pTeECZUhMnool","Straightjacket","spotify:artist:3ApUX1o6oSz321MMECyIYd","Quinn XCII","spotify:album:7j7cqgeWmYH9PbKe3S5oJj","The Story of Us","spotify:artist:3ApUX1o6oSz321MMECyIYd","Quinn XCII","2017-09-15","https://i.scdn.co/image/ab67616d0000b27376767c56ea68780fff2efb31","1","2","206533","https://p.scdn.co/mp3-preview/eb77338d380d866405c54d0d27621ab34546ef9d?cid=9950ac751e34487dbbe027c4fd7f8e99","false","63","spotify:user:avl7949","2021-08-31T04:15:39Z","0.838","0.546","5","-6.811","0","0.295","0.153","0","0.0656","0.745","137.027","4"
"spotify:track:07ZQLYn9x4x3L3vxStc1zr","Stacy","spotify:artist:3ApUX1o6oSz321MMECyIYd","Quinn XCII","spotify:album:1dVw3jSdgZp7PfGhCEo32t","A Letter To My Younger Self","spotify:artist:3ApUX1o6oSz321MMECyIYd","Quinn XCII","2020-07-10","https://i.scdn.co/image/ab67616d0000b273f83dbc7461aefc08696811c0","1","2","168986","https://p.scdn.co/mp3-preview/f9fe21ee4174e525378f67c3dfea65bcc00d0637?cid=9950ac751e34487dbbe027c4fd7f8e99","false","69","spotify:user:avl7949","2021-08-31T04:15:41Z","0.744","0.556","8","-6.97","1","0.0375","0.0858","0","0.1","0.505","105.006","4"
"spotify:track:3tJHWW6xuNEIU63mpGcdvx","Glamorous Indie Rock & Roll","spotify:artist:0C0XlULifJtAgn6ZNCW2eu","The Killers","spotify:album:4OHNH3sDzIxnmUADXzv2kT","Hot Fuss","spotify:artist:0C0XlULifJtAgn6ZNCW2eu","The Killers","2004-06-15","https://i.scdn.co/image/ab67616d0000b2739c284a6855f4945dc5a3cd73","1","8","254653","https://p.scdn.co/mp3-preview/ed29547b33997e3fe3462f2ba36a4cbde3300fba?cid=9950ac751e34487dbbe027c4fd7f8e99","false","49","spotify:user:avl7949","2021-08-31T04:15:43Z","0.328","0.858","3","-3.316","1","0.0559","0.0702","0","0.169","0.544","154.494","4"
"spotify:track:2e62x0Mhv46Zx1ph0W4B3d","Hold Me Down","spotify:artist:73rPcaYEhBd0UuVZBqqyQJ","The Happy Fits","spotify:album:7FhH5nGululV6EAqwf6X0c","What Could Be Better","spotify:artist:73rPcaYEhBd0UuVZBqqyQJ","The Happy Fits","2020-08-28","https://i.scdn.co/image/ab67616d0000b2734ea27afa2c0edf750e6a4e73","1","6","223813","https://p.scdn.co/mp3-preview/c2da7fa814337f0d92b199ef59bb8237b3dedfd1?cid=9950ac751e34487dbbe027c4fd7f8e99","false","56","spotify:user:avl7949","2021-08-31T22:39:11Z","0.499","0.948","2","-4.732","1","0.0652","0.0163","0","0.0933","0.832","156.047","4"
"spotify:track:1KkECr5i5B5k4ul9ajFADL","Battle Born","spotify:artist:0C0XlULifJtAgn6ZNCW2eu","The Killers","spotify:album:7cuwIlQNnnwVlfosv2Zm6U","Battle Born (Deluxe Edition)","spotify:artist:0C0XlULifJtAgn6ZNCW2eu","The Killers","2012-09-17","https://i.scdn.co/image/ab67616d0000b273c1ae4419571d4e52484ce338","1","12","313453","","false","0","spotify:user:avl7949","2021-08-31T22:39:14Z","0.261","0.673","6","-5.638","1","0.0433","0.00715","0.000405","0.105","0.12","155.325","4"
