"Track URI","Track Name","Artist URI(s)","Artist Name(s)","Album URI","Album Name","Album Artist URI(s)","Album Artist Name(s)","Album Release Date","Album Image URL","Disc Number","Track Number","Track Duration (ms)","Track Preview URL","Explicit","Popularity","Added By","Added At","Danceability","Energy","Key","Loudness","Mode","Speechiness","Acousticness","Instrumentalness","Liveness","Valence","Tempo","Time Signature"
"spotify:track:11pEKMLmavDu8fxOB5QjbQ","Pipe Down","spotify:artist:3TVXtAsR1Inumwj472S9r4","Drake","spotify:album:3SpBlxme9WbeQdI9kx7KAV","Certified Lover Boy","spotify:artist:3TVXtAsR1Inumwj472S9r4","Drake","2021-09-03","https://i.scdn.co/image/ab67616d0000b273cd945b4e3de57edd28481a3f","1","10","205721","https://p.scdn.co/mp3-preview/1a38032cef5a9e097778123eaad06b73da46d0f0?cid=9950ac751e34487dbbe027c4fd7f8e99","true","82","spotify:user:","2021-09-03T19:29:44Z","0.518","0.69","9","-6.15","1","0.107","0.128","0","0.176","0.59","77.837","4"
"spotify:track:2bjwRfXMk4uRgOD9IBYl9h","Portland","spotify:artist:3TVXtAsR1Inumwj472S9r4, spotify:artist:0VRj0yCOv2FXJNP47XQnx5, spotify:artist:0Y5tJX1MQlPlqiwlOH1tJY","Drake, Quavo, Travis Scott","spotify:album:1lXY618HWkwYKJWBRYR4MK","More Life","spotify:artist:3TVXtAsR1Inumwj472S9r4","Drake","2017-03-18","https://i.scdn.co/image/ab67616d0000b2734f0fd9dad63977146e685700","1","11","236614","https://p.scdn.co/mp3-preview/6aeaf710cc30e74fee9b64cb5a9f03b98cac1f72?cid=9950ac751e34487dbbe027c4fd7f8e99","true","72","spotify:user:","2020-07-17T04:01:00Z","0.925","0.443","1","-8.216","1","0.264","0.0172","0","0.276","0.35","136.078","4"
"spotify:track:6n4U3TlzUGhdSFbUUhTvLP","Walk It Talk It","spotify:artist:6oMuImdp5ZcFhWP0ESe6mG, spotify:artist:3TVXtAsR1Inumwj472S9r4","Migos, Drake","spotify:album:7fd7SEK25VS3gJAUgSwL6y","Culture II","spotify:artist:6oMuImdp5ZcFhWP0ESe6mG","Migos","2018-01-26","https://i.scdn.co/image/ab67616d0000b2739c188c494d8bfaf895411890","1","6","276147","https://p.scdn.co/mp3-preview/909faf99e4583ef470d4389b0c3f286f96ab7bf9?cid=9950ac751e34487dbbe027c4fd7f8e99","true","76","spotify:user:","2020-07-17T04:01:00Z","0.907","0.633","2","-5.145","1","0.184","0.0876","0.0000026","0.106","0.395","145.914","4"
"spotify:track:3kCwyvhvVTyehIzYN2I0nF","Omertà","spotify:artist:3TVXtAsR1Inumwj472S9r4","Drake","spotify:album:00HZxSA1sOS9T3nA950sg4","The Best In The World Pack","spotify:artist:3TVXtAsR1Inumwj472S9r4","Drake","2019-06-15","https://i.scdn.co/image/ab67616d0000b2733f3b653b0a7b9e889a712c3d","1","1","219506","https://p.scdn.co/mp3-preview/771b03e12dd4a25efd044beed06c23d65dbb1b70?cid=9950ac751e34487dbbe027c4fd7f8e99","true","58","spotify:user:","2020-07-17T04:01:00Z","0.646","0.899","6","-2.232","1","0.298","0.0337","0","0.232","0.685","164.119","4"
"spotify:track:4kNvYhyl8R6m1vykVkcuBu","All Me","spotify:artist:3TVXtAsR1Inumwj472S9r4, spotify:artist:17lzZA2AlOHwCwFALHttmp, spotify:artist:0c173mlxpT3dSFRgMO8XPh","Drake, 2 Chainz, Big Sean","spotify:album:2gXTTQ713nCELgPOS0qWyt","Nothing Was The Same (Deluxe)","spotify:artist:3TVXtAsR1Inumwj472S9r4","Drake","2013-01-01","https://i.scdn.co/image/ab67616d0000b27367ffd8d6bbf399430ba9c044","1","15","270866","","true","5","spotify:user:","2020-07-17T04:01:00Z","0.67","0.515","1","-6.977","1","0.397","0.0705","0","0.25","0.422","122.006","4"
"spotify:track:40iJIUlhi6renaREYGeIDS","Fair Trade (with Travis Scott)","spotify:artist:3TVXtAsR1Inumwj472S9r4, spotify:artist:0Y5tJX1MQlPlqiwlOH1tJY","Drake, Travis Scott","spotify:album:3SpBlxme9WbeQdI9kx7KAV","Certified Lover Boy","spotify:artist:3TVXtAsR1Inumwj472S9r4","Drake","2021-09-03","https://i.scdn.co/image/ab67616d0000b273cd945b4e3de57edd28481a3f","1","6","291175","https://p.scdn.co/mp3-preview/8b7b8af3300f40e0bdd75ed39de3011380799c5d?cid=9950ac751e34487dbbe027c4fd7f8e99","true","93","spotify:user:","2021-09-03T19:29:44Z","0.666","0.465","1","-8.545","1","0.26","0.0503","0","0.215","0.292","167.937","4"
"spotify:track:1v24T2ug4TlssYZvI3aL4O","Lust For Life","spotify:artist:3TVXtAsR1Inumwj472S9r4","Drake","spotify:album:1LShhEEKRT5MNPcO7jtYHh","So Far Gone","spotify:artist:3TVXtAsR1Inumwj472S9r4","Drake","2009","https://i.scdn.co/image/ab67616d0000b27354ef13c30a024a7f1ba79efd","1","1","176179","https://p.scdn.co/mp3-preview/12d6fb29da4c2c9fc5ee12fcc61c11cdb778a33a?cid=9950ac751e34487dbbe027c4fd7f8e99","true","55","spotify:user:","2020-07-17T04:01:00Z","0.462","0.422","6","-10.381","1","0.175","0.939","0.0327","0.108","0.0853","87.364","4"
"spotify:track:6HfOzLLjsaXsehIFEsrxTk","Trophies","spotify:artist:5OrB6Jhhrl9y2PK0pSV4VP, spotify:artist:3TVXtAsR1Inumwj472S9r4","Young Money, Drake","spotify:album:0UwpSCPnNPksM1meQJnBAF","Rise Of An Empire (Deluxe Edition)","spotify:artist:5OrB6Jhhrl9y2PK0pSV4VP","Young Money","2014-01-01","https://i.scdn.co/image/ab67616d0000b273842e732b778998eef17b405f","1","2","188320","https://p.scdn.co/mp3-preview/a4bdbe9767c2867802c2019413df833349bfdbab?cid=9950ac751e34487dbbe027c4fd7f8e99","true","74","spotify:user:","2020-07-17T04:01:00Z","0.746","0.687","1","-7.475","1","0.382","0.155","0","0.137","0.283","143.931","4"
"spotify:track:2hcohLIysMxofYziluXCoX","Ignant Shit (feat. Lil Wayne)","spotify:artist:3TVXtAsR1Inumwj472S9r4, spotify:artist:55Aa2cqylxrFIXC767Z865","Drake, Lil Wayne","spotify:album:1LShhEEKRT5MNPcO7jtYHh","So Far Gone","spotify:artist:3TVXtAsR1Inumwj472S9r4","Drake","2009","https://i.scdn.co/image/ab67616d0000b27354ef13c30a024a7f1ba79efd","1","6","302492","https://p.scdn.co/mp3-preview/3ac23cd38408d64d0cc9d0fd2eb2cab5acd9672b?cid=9950ac751e34487dbbe027c4fd7f8e99","true","56","spotify:user:","2020-07-17T04:01:00Z","0.591","0.846","7","-3.687","1","0.276","0.186","0","0.463","0.121","94.795","4"
"spotify:track:6NwhtCYkfwWlcR62Ac4E7y","Successful (feat. Trey Songz & Lil Wayne)","spotify:artist:3TVXtAsR1Inumwj472S9r4, spotify:artist:2iojnBLj0qIMiKPvVhLnsH, spotify:artist:55Aa2cqylxrFIXC767Z865","Drake, Trey Songz, Lil Wayne","spotify:album:1LShhEEKRT5MNPcO7jtYHh","So Far Gone","spotify:artist:3TVXtAsR1Inumwj472S9r4","Drake","2009","https://i.scdn.co/image/ab67616d0000b27354ef13c30a024a7f1ba79efd","1","3","375050","https://p.scdn.co/mp3-preview/395ff1d3b78710e209bbd3bfa15157887dff311f?cid=9950ac751e34487dbbe027c4fd7f8e99","true","59","spotify:user:","2020-07-17T04:01:00Z","0.562","0.544","8","-5.065","1","0.369","0.536","0","0.17","0.231","159.517","4"
"spotify:track:3XLSlQLJf3Ut0zvMUxnF1h","Houstatlantavegas","spotify:artist:3TVXtAsR1Inumwj472S9r4","Drake","spotify:album:1LShhEEKRT5MNPcO7jtYHh","So Far Gone","spotify:artist:3TVXtAsR1Inumwj472S9r4","Drake","2009","https://i.scdn.co/image/ab67616d0000b27354ef13c30a024a7f1ba79efd","1","2","290791","https://p.scdn.co/mp3-preview/cddedd6010dfd1dd968d62b788048adc571040b2?cid=9950ac751e34487dbbe027c4fd7f8e99","true","57","spotify:user:","2020-07-17T04:01:00Z","0.683","0.695","1","-6.798","0","0.0574","0.393","0.00124","0.124","0.406","135.337","4"
"spotify:track:5UsLjwBaTHBX4ektWIr4XX","Forever","spotify:artist:3TVXtAsR1Inumwj472S9r4, spotify:artist:5K4W6rqBFWDnAN6FQUkS6x, spotify:artist:55Aa2cqylxrFIXC767Z865, spotify:artist:7dGJo4pcD2V6oG8kP0tJRR","Drake, Kanye West, Lil Wayne, Eminem","spotify:album:7MZzYkbHL9Tk3O6WeD4Z0Z","Relapse: Refill","spotify:artist:7dGJo4pcD2V6oG8kP0tJRR","Eminem","2009-05-15","https://i.scdn.co/image/ab67616d0000b273506c4cc93e5a6234164125e1","2","1","357706","https://p.scdn.co/mp3-preview/1f92f4286b7fc2918e67e9948e0dd498ed3261b6?cid=9950ac751e34487dbbe027c4fd7f8e99","true","70","spotify:user:","2020-07-17T04:01:00Z","0.457","0.906","5","-2.278","0","0.342","0.249","0","0.182","0.54","104.02","5"
"spotify:track:7F9cT6hIRhnFCYP6GKS0tf","IMY2 (with Kid Cudi)","spotify:artist:3TVXtAsR1Inumwj472S9r4, spotify:artist:0fA0VVWsXO9YnASrzqfmYu","Drake, Kid Cudi","spotify:album:3SpBlxme9WbeQdI9kx7KAV","Certified Lover Boy","spotify:artist:3TVXtAsR1Inumwj472S9r4","Drake","2021-09-03","https://i.scdn.co/image/ab67616d0000b273cd945b4e3de57edd28481a3f","1","19","252378","https://p.scdn.co/mp3-preview/ced1e5be1921af166aad5b9634d842151712ac6f?cid=9950ac751e34487dbbe027c4fd7f8e99","true","82","spotify:user:","2021-09-03T19:29:44Z","0.59","0.493","7","-8.704","0","0.0367","0.402","0.00504","0.129","0.0498","150.026","4"
"spotify:track:1iSZPndzmY6NvL1jAtIvY1","I'm Upset","spotify:artist:3TVXtAsR1Inumwj472S9r4","Drake","spotify:album:2o9McLtDM7mbODV7yZF2mc","Scorpion","spotify:artist:3TVXtAsR1Inumwj472S9r4","Drake","2018-06-29","https://i.scdn.co/image/ab67616d0000b273f9a9abe8ed9ffaba55412384","1","6","214466","","true","0","spotify:user:","2020-07-17T04:01:00Z","0.899","0.587","11","-7.866","0","0.338","0.279","0","0.0835","0.49","149.993","4"
"spotify:track:0JaVdpmiex2EP7bBzyKVTa","November 18th","spotify:artist:3TVXtAsR1Inumwj472S9r4","Drake","spotify:album:1LShhEEKRT5MNPcO7jtYHh","So Far Gone","spotify:artist:3TVXtAsR1Inumwj472S9r4","Drake","2009","https://i.scdn.co/image/ab67616d0000b27354ef13c30a024a7f1ba79efd","1","5","188189","https://p.scdn.co/mp3-preview/5e7306ca2d01925b53a517d76adb4ec142d91344?cid=9950ac751e34487dbbe027c4fd7f8e99","true","59","spotify:user:","2020-07-17T04:01:00Z","0.749","0.476","11","-11.147","0","0.507","0.579","0","0.1","0.534","71.937","4"
"spotify:track:124NFj84ppZ5pAxTuVQYCQ","Take Care","spotify:artist:3TVXtAsR1Inumwj472S9r4, spotify:artist:5pKCCKE2ajJHZ9KAiaK11H","Drake, Rihanna","spotify:album:6X1x82kppWZmDzlXXK3y3q","Take Care (Deluxe)","spotify:artist:3TVXtAsR1Inumwj472S9r4","Drake","2011-11-15","https://i.scdn.co/image/ab67616d0000b273c7ea04a9b455e3f68ef82550","1","5","277386","https://p.scdn.co/mp3-preview/8a4f691757dcd9baeed39f09c3303c01a4e3a257?cid=9950ac751e34487dbbe027c4fd7f8e99","true","73","spotify:user:","2020-07-17T04:01:00Z","0.629","0.515","0","-10.358","0","0.265","0.0267","0.0000122","0.0888","0.299","121.845","4"
"spotify:track:3cjF2OFRmip8spwZYQRKxP","Feel No Ways","spotify:artist:3TVXtAsR1Inumwj472S9r4","Drake","spotify:album:40GMAhriYJRO1rsY4YdrZb","Views","spotify:artist:3TVXtAsR1Inumwj472S9r4","Drake","2016-05-06","https://i.scdn.co/image/ab67616d0000b2739416ed64daf84936d89e671c","1","4","240653","https://p.scdn.co/mp3-preview/c3a859c5f7e4a643f0168beebec005f5515e06b3?cid=9950ac751e34487dbbe027c4fd7f8e99","true","71","spotify:user:","2020-07-17T04:01:00Z","0.582","0.677","7","-7.081","1","0.172","0.0312","0.0000066","0.122","0.205","193.818","4"
"spotify:track:0m1KYWlT6LhFRBDVq9UNx4","HYFR (Hell Ya Fucking Right)","spotify:artist:3TVXtAsR1Inumwj472S9r4, spotify:artist:55Aa2cqylxrFIXC767Z865","Drake, Lil Wayne","spotify:album:6X1x82kppWZmDzlXXK3y3q","Take Care (Deluxe)","spotify:artist:3TVXtAsR1Inumwj472S9r4","Drake","2011-11-15","https://i.scdn.co/image/ab67616d0000b273c7ea04a9b455e3f68ef82550","1","16","206626","https://p.scdn.co/mp3-preview/989026808d6d79386a4f59403c0dd320908db306?cid=9950ac751e34487dbbe027c4fd7f8e99","true","68","spotify:user:","2020-07-17T04:01:00Z","0.444","0.627","7","-8.744","0","0.252","0.123","0","0.0795","0.359","98.21","3"
"spotify:track:79XrkTOfV1AqySNjVlygpW","Energy","spotify:artist:3TVXtAsR1Inumwj472S9r4","Drake","spotify:album:0ptlfJfwGTy0Yvrk14JK1I","If You're Reading This It's Too Late","spotify:artist:3TVXtAsR1Inumwj472S9r4","Drake","2015-02-12","https://i.scdn.co/image/ab67616d0000b2732090f4f6cc406e6d3c306733","1","2","181933","https://p.scdn.co/mp3-preview/b4abe54bb6c16e4ff7e7c608641ac929090c3b70?cid=9950ac751e34487dbbe027c4fd7f8e99","true","71","spotify:user:","2020-07-17T04:01:00Z","0.747","0.571","11","-7.916","1","0.478","0.38","0","0.534","0.553","172.104","4"
"spotify:track:4jtyUzZm9WLc2AdaJ1dso7","0 To 100 / The Catch Up","spotify:artist:3TVXtAsR1Inumwj472S9r4","Drake","spotify:album:5OkxLN5XaE9rLbgK2FuKBE","0 To 100 / The Catch Up","spotify:artist:3TVXtAsR1Inumwj472S9r4","Drake","2013-07-14","https://i.scdn.co/image/ab67616d0000b2732b83df1b3ca78269f49fa89f","1","1","275226","https://p.scdn.co/mp3-preview/1cfe39d748b644510a8333b3bc53593679d8fc0e?cid=9950ac751e34487dbbe027c4fd7f8e99","true","71","spotify:user:","2020-07-17T04:01:00Z","0.559","0.716","11","-3.964","0","0.39","0.737","0","0.252","0.504","176.618","4"
"spotify:track:6UjfByV1lDLW0SOVQA4NAi","Gyalchester","spotify:artist:3TVXtAsR1Inumwj472S9r4","Drake","spotify:album:1lXY618HWkwYKJWBRYR4MK","More Life","spotify:artist:3TVXtAsR1Inumwj472S9r4","Drake","2017-03-18","https://i.scdn.co/image/ab67616d0000b2734f0fd9dad63977146e685700","1","9","189229","https://p.scdn.co/mp3-preview/6841e4616eeeaf4dccb0baee844b7d16d350b0cc?cid=9950ac751e34487dbbe027c4fd7f8e99","true","67","spotify:user:","2020-07-17T04:01:00Z","0.877","0.391","1","-8.196","1","0.063","0.0317","0.000502","0.0945","0.122","131.018","4"
"spotify:track:3O8NlPh2LByMU9lSRSHedm","Controlla","spotify:artist:3TVXtAsR1Inumwj472S9r4","Drake","spotify:album:40GMAhriYJRO1rsY4YdrZb","Views","spotify:artist:3TVXtAsR1Inumwj472S9r4","Drake","2016-05-06","https://i.scdn.co/image/ab67616d0000b2739416ed64daf84936d89e671c","1","11","245226","https://p.scdn.co/mp3-preview/ae93cd709458d5d97a8bf9c935e233a06918c854?cid=9950ac751e34487dbbe027c4fd7f8e99","true","73","spotify:user:","2020-07-17T04:01:00Z","0.59","0.468","10","-11.083","0","0.185","0.0789","0","0.101","0.349","92.287","4"
"spotify:track:08XWh5c0BMyD1nKVxxl91z","Fountains (with Tems)","spotify:artist:3TVXtAsR1Inumwj472S9r4, spotify:artist:687cZJR45JO7jhk1LHIbgq","Drake, Tems","spotify:album:3SpBlxme9WbeQdI9kx7KAV","Certified Lover Boy","spotify:artist:3TVXtAsR1Inumwj472S9r4","Drake","2021-09-03","https://i.scdn.co/image/ab67616d0000b273cd945b4e3de57edd28481a3f","1","16","192417","https://p.scdn.co/mp3-preview/9b793e9f62d310ded78a112d3e82fbcbc87c9133?cid=9950ac751e34487dbbe027c4fd7f8e99","true","82","spotify:user:","2021-09-03T19:29:44Z","0.843","0.485","10","-8.735","0","0.195","0.181","0.0675","0.107","0.689","100.053","4"
"spotify:track:0V4l4GQhgnWQGtCWpvA7va","Crew Love","spotify:artist:3TVXtAsR1Inumwj472S9r4, spotify:artist:1Xyo4u8uXC1ZmMpatF05PJ","Drake, The Weeknd","spotify:album:6X1x82kppWZmDzlXXK3y3q","Take Care (Deluxe)","spotify:artist:3TVXtAsR1Inumwj472S9r4","Drake","2011-11-15","https://i.scdn.co/image/ab67616d0000b273c7ea04a9b455e3f68ef82550","1","4","208813","https://p.scdn.co/mp3-preview/639f208c1a6acf850b75057e28e1906650125b1e?cid=9950ac751e34487dbbe027c4fd7f8e99","true","68","spotify:user:","2020-07-17T04:01:00Z","0.418","0.546","0","-9.057","0","0.238","0.227","0","0.229","0.294","160.152","4"
"spotify:track:4BhGTc3Cgay2U1QcTS7vQe","Fire & Desire","spotify:artist:3TVXtAsR1Inumwj472S9r4","Drake","spotify:album:40GMAhriYJRO1rsY4YdrZb","Views","spotify:artist:3TVXtAsR1Inumwj472S9r4","Drake","2016-05-06","https://i.scdn.co/image/ab67616d0000b2739416ed64daf84936d89e671c","1","18","238120","https://p.scdn.co/mp3-preview/e3b574056139fc0175b364ef35e6f6056b9e2fd4?cid=9950ac751e34487dbbe027c4fd7f8e99","true","69","spotify:user:","2020-07-17T04:01:00Z","0.722","0.252","1","-14.411","0","0.0761","0.0671","0","0.0852","0.275","79.923","4"
"spotify:track:3BtuIIrQlkujKPuWF2B85z","Too Good","spotify:artist:3TVXtAsR1Inumwj472S9r4, spotify:artist:5pKCCKE2ajJHZ9KAiaK11H","Drake, Rihanna","spotify:album:40GMAhriYJRO1rsY4YdrZb","Views","spotify:artist:3TVXtAsR1Inumwj472S9r4","Drake","2016-05-06","https://i.scdn.co/image/ab67616d0000b2739416ed64daf84936d89e671c","1","16","263373","https://p.scdn.co/mp3-preview/fcc3eb48b361c07b9d2e3be694de510d9c858939?cid=9950ac751e34487dbbe027c4fd7f8e99","true","73","spotify:user:","2020-07-17T04:01:00Z","0.794","0.653","7","-7.839","1","0.104","0.0489","0.0000488","0.1","0.397","117.996","4"
"spotify:track:5nN8BwAQDJDguq7Dpd3JQQ","Where Ya At (feat. Drake)","spotify:artist:1RyvyyTE3xzB2ZywiAwp0i, spotify:artist:3TVXtAsR1Inumwj472S9r4","Future, Drake","spotify:album:0fUy6IdLHDpGNwavIlhEsl","DS2 (Deluxe)","spotify:artist:1RyvyyTE3xzB2ZywiAwp0i","Future","2015-07-17","https://i.scdn.co/image/ab67616d0000b273b2592bea12d840fd096ef965","1","3","208026","https://p.scdn.co/mp3-preview/c1e55fccdd81935c9aecdcf1c7677ed8e87f06aa?cid=9950ac751e34487dbbe027c4fd7f8e99","true","67","spotify:user:","2020-07-17T04:01:00Z","0.813","0.453","1","-6.941","1","0.338","0.0933","0","0.14","0.191","161.997","4"
"spotify:track:6Na5uKk5SsqZimk0hAWo8y","Signs","spotify:artist:3TVXtAsR1Inumwj472S9r4","Drake","spotify:album:1JZxCJ86P4GUYkHj03CgDT","Signs","spotify:artist:3TVXtAsR1Inumwj472S9r4","Drake","2017-06-23","https://i.scdn.co/image/ab67616d0000b273abf8d5beaed0be5438198d50","1","1","234373","https://p.scdn.co/mp3-preview/e3d283e4089677d4d4e656c56c92bfcb5914c51d?cid=9950ac751e34487dbbe027c4fd7f8e99","false","67","spotify:user:","2020-07-17T04:01:00Z","0.794","0.735","0","-4.204","1","0.054","0.108","0.00578","0.112","0.223","107.374","4"
"spotify:track:1ID1QFSNNxi0hiZCNcwjUC","Legend","spotify:artist:3TVXtAsR1Inumwj472S9r4","Drake","spotify:album:0ptlfJfwGTy0Yvrk14JK1I","If You're Reading This It's Too Late","spotify:artist:3TVXtAsR1Inumwj472S9r4","Drake","2015-02-12","https://i.scdn.co/image/ab67616d0000b2732090f4f6cc406e6d3c306733","1","1","241853","https://p.scdn.co/mp3-preview/ac04a2bb2a947efc6f503d83a13f68a511003961?cid=9950ac751e34487dbbe027c4fd7f8e99","true","67","spotify:user:","2020-07-17T04:01:00Z","0.714","0.563","1","-7.574","1","0.0723","0.0266","0","0.0776","0.31","100.091","4"
"spotify:track:5InOp6q2vvx0fShv3bzFLZ","Know Yourself","spotify:artist:3TVXtAsR1Inumwj472S9r4","Drake","spotify:album:0ptlfJfwGTy0Yvrk14JK1I","If You're Reading This It's Too Late","spotify:artist:3TVXtAsR1Inumwj472S9r4","Drake","2015-02-12","https://i.scdn.co/image/ab67616d0000b2732090f4f6cc406e6d3c306733","1","4","275840","https://p.scdn.co/mp3-preview/249588cde6b0abcd365300c6a4b0aa9d1ac0315f?cid=9950ac751e34487dbbe027c4fd7f8e99","true","72","spotify:user:","2020-07-17T04:01:00Z","0.72","0.412","11","-8.687","0","0.223","0.196","0","0.342","0.179","114.408","4"
"spotify:track:1cCXT1cErAY6tmIqHbodrt","The Remorse","spotify:artist:3TVXtAsR1Inumwj472S9r4","Drake","spotify:album:3SpBlxme9WbeQdI9kx7KAV","Certified Lover Boy","spotify:artist:3TVXtAsR1Inumwj472S9r4","Drake","2021-09-03","https://i.scdn.co/image/ab67616d0000b273cd945b4e3de57edd28481a3f","1","21","351220","https://p.scdn.co/mp3-preview/96bc1aac451ff48c59b180d5cd20718d80f64585?cid=9950ac751e34487dbbe027c4fd7f8e99","true","77","spotify:user:","2021-09-03T19:29:44Z","0.473","0.53","0","-8.506","1","0.249","0.812","0.00000692","0.227","0.637","74.732","3"
"spotify:track:7e44z4wOjkllaD8eulUeMd","Truffle Butter","spotify:artist:0hCNtLu0JehylgoiP8L4Gh, spotify:artist:3TVXtAsR1Inumwj472S9r4, spotify:artist:55Aa2cqylxrFIXC767Z865","Nicki Minaj, Drake, Lil Wayne","spotify:album:5qs8T6ZHSrnllnOuUk6muC","The Pinkprint (Deluxe Edition)","spotify:artist:0hCNtLu0JehylgoiP8L4Gh","Nicki Minaj","2014-12-15","https://i.scdn.co/image/ab67616d0000b2731e0a93db928b32f1992fd3e8","1","20","220466","https://p.scdn.co/mp3-preview/f66ac2fde1a7672073d9d83b719c441c0d207d2b?cid=9950ac751e34487dbbe027c4fd7f8e99","true","64","spotify:user:","2020-07-17T04:01:00Z","0.89","0.667","2","-6.862","1","0.0521","0.0579","0.0000297","0.108","0.522","105.099","4"
"spotify:track:0Tacxc5lDJ8LwiO1pWNSl8","The Motion","spotify:artist:3TVXtAsR1Inumwj472S9r4","Drake","spotify:album:7dqpveMVcWgbzqYrOdkFTD","Care Package","spotify:artist:3TVXtAsR1Inumwj472S9r4","Drake","2019-08-02","https://i.scdn.co/image/ab67616d0000b2739c1e02d4becb7c5bbca01e2a","1","2","240956","https://p.scdn.co/mp3-preview/dd2f4f43f490bf60281a58b9c811d571d84a3eb5?cid=9950ac751e34487dbbe027c4fd7f8e99","true","61","spotify:user:","2020-07-17T04:01:00Z","0.631","0.788","4","-7.142","0","0.102","0.371","0.000317","0.108","0.544","157.769","4"
"spotify:track:7y6c07pgjZvtHI9kuMVqk1","Get It Together","spotify:artist:3TVXtAsR1Inumwj472S9r4, spotify:artist:6wMr4zKPrrR0UVz08WtUWc, spotify:artist:1CoZyIx7UvdxT5c8UkMzHd","Drake, Black Coffee, Jorja Smith","spotify:album:1lXY618HWkwYKJWBRYR4MK","More Life","spotify:artist:3TVXtAsR1Inumwj472S9r4","Drake","2017-03-18","https://i.scdn.co/image/ab67616d0000b2734f0fd9dad63977146e685700","1","5","250337","https://p.scdn.co/mp3-preview/75a35af8421b557f6f1a0896f7b33947b89964f9?cid=9950ac751e34487dbbe027c4fd7f8e99","true","67","spotify:user:","2020-07-17T04:01:00Z","0.781","0.721","5","-9.133","0","0.0514","0.0945","0.391","0.104","0.849","123.011","4"
"spotify:track:0q7LGcVSpsIoSbjChtZ8lI","Uptown (feat. Bun B & Lil Wayne)","spotify:artist:3TVXtAsR1Inumwj472S9r4, spotify:artist:45a6gCQWq61lIUDmr1tKuO, spotify:artist:55Aa2cqylxrFIXC767Z865","Drake, Bun B, Lil Wayne","spotify:album:1LShhEEKRT5MNPcO7jtYHh","So Far Gone","spotify:artist:3TVXtAsR1Inumwj472S9r4","Drake","2009","https://i.scdn.co/image/ab67616d0000b27354ef13c30a024a7f1ba79efd","1","12","382262","https://p.scdn.co/mp3-preview/43131a63e5de078ffece3ca8c349e0b7e8399832?cid=9950ac751e34487dbbe027c4fd7f8e99","true","59","spotify:user:","2020-07-17T04:01:00Z","0.416","0.824","1","-3.075","1","0.343","0.00391","0","0.104","0.417","85.433","5"
"spotify:track:4XTXamS1g4g93jPxyuFJJ6","Brand New","spotify:artist:3TVXtAsR1Inumwj472S9r4","Drake","spotify:album:1LShhEEKRT5MNPcO7jtYHh","So Far Gone","spotify:artist:3TVXtAsR1Inumwj472S9r4","Drake","2009","https://i.scdn.co/image/ab67616d0000b27354ef13c30a024a7f1ba79efd","1","17","213492","https://p.scdn.co/mp3-preview/37a2b536c38a9b4ba36cb8b73c6c7db8bbe32de1?cid=9950ac751e34487dbbe027c4fd7f8e99","true","55","spotify:user:","2020-07-17T04:01:00Z","0.399","0.491","6","-8.992","1","0.0714","0.631","0","0.171","0.356","94.542","3"
"spotify:track:34D6FJysnQioVingDKufuf","N 2 Deep","spotify:artist:3TVXtAsR1Inumwj472S9r4, spotify:artist:1RyvyyTE3xzB2ZywiAwp0i","Drake, Future","spotify:album:3SpBlxme9WbeQdI9kx7KAV","Certified Lover Boy","spotify:artist:3TVXtAsR1Inumwj472S9r4","Drake","2021-09-03","https://i.scdn.co/image/ab67616d0000b273cd945b4e3de57edd28481a3f","1","9","273577","https://p.scdn.co/mp3-preview/a0bdbcd07f6c3ac253569ff95fc91c22843b21a8?cid=9950ac751e34487dbbe027c4fd7f8e99","true","83","spotify:user:","2021-09-03T19:29:44Z","0.507","0.429","2","-7.726","1","0.326","0.0518","0","0.109","0.0744","91","3"
"spotify:track:2KvHC9z14GSl4YpkNMX384","Do Not Disturb","spotify:artist:3TVXtAsR1Inumwj472S9r4","Drake","spotify:album:1lXY618HWkwYKJWBRYR4MK","More Life","spotify:artist:3TVXtAsR1Inumwj472S9r4","Drake","2017-03-18","https://i.scdn.co/image/ab67616d0000b2734f0fd9dad63977146e685700","1","22","283550","https://p.scdn.co/mp3-preview/4d10a3cf93355a27577672be7b1e056bbd60c8d0?cid=9950ac751e34487dbbe027c4fd7f8e99","true","73","spotify:user:","2020-07-17T04:01:00Z","0.618","0.693","7","-5.943","0","0.45","0.246","0","0.112","0.454","170.982","4"
"spotify:track:36ONiya0OANYknz0GgJmwB","Don’t Matter To Me","spotify:artist:3TVXtAsR1Inumwj472S9r4, spotify:artist:3fMbdgg4jU18AjLCKBhRSm","Drake, Michael Jackson","spotify:album:2o9McLtDM7mbODV7yZF2mc","Scorpion","spotify:artist:3TVXtAsR1Inumwj472S9r4","Drake","2018-06-29","https://i.scdn.co/image/ab67616d0000b273f9a9abe8ed9ffaba55412384","2","10","245786","","false","0","spotify:user:","2020-07-17T04:01:00Z","0.825","0.317","10","-12.39","1","0.0583","0.497","0.0128","0.11","0.136","103.001","4"
