"Track URI","Track Name","Artist URI(s)","Artist Name(s)","Album URI","Album Name","Album Artist URI(s)","Album Artist Name(s)","Album Release Date","Album Image URL","Disc Number","Track Number","Track Duration (ms)","Track Preview URL","Explicit","Popularity","Added By","Added At"
"spotify:track:55GxhCTq6SY3tFTVh7z1nR","Dancing In The Moonlight","spotify:artist:5FHwr1FymaS5kutIEK6e2y","King Harvest","spotify:album:2gvwC6eFsQH5rlvrZyhs3s","Dancing In The Moonlight","spotify:artist:5FHwr1FymaS5kutIEK6e2y","King Harvest","1973-01-01","https://i.scdn.co/image/ab67616d0000b273cc344f09300a0d20635f96f3","1","1","178045","https://p.scdn.co/mp3-preview/206d3648b25b3eae42c5f2681dc7a2fc12b7b330?cid=9950ac751e34487dbbe027c4fd7f8e99","false","58","spotify:user:","2021-07-15T08:00:00Z"
"spotify:track:2RlgNHKcydI9sayD2Df2xp","Mr. Blue Sky","spotify:artist:7jefIIksOi1EazgRTfW2Pk","Electric Light Orchestra","spotify:album:3usnShwygMXVZB4IV5dwnU","Out of the Blue","spotify:artist:7jefIIksOi1EazgRTfW2Pk","Electric Light Orchestra","1977","https://i.scdn.co/image/ab67616d0000b2738c4e95986c803791125e8991","1","13","303373","https://p.scdn.co/mp3-preview/557bf680be51b40fd43767583e3435d7245ee484?cid=9950ac751e34487dbbe027c4fd7f8e99","false","80","spotify:user:","2021-07-15T08:00:00Z"
"spotify:track:2BY7ALEWdloFHgQZG6VMLA","Brandy (You're a Fine Girl)","spotify:artist:5jJN1nmKXzRjodMl1THQeI","Looking Glass","spotify:album:5ThwnbpYrk9R1xXkAGCLIs","Looking Glass","spotify:artist:5jJN1nmKXzRjodMl1THQeI","Looking Glass","1972","https://i.scdn.co/image/ab67616d0000b2734c95b7cf28c3015c914218e4","1","2","186826","https://p.scdn.co/mp3-preview/c0f599f9ee14bc4dfa2420e29524e6b8e0213533?cid=9950ac751e34487dbbe027c4fd7f8e99","false","73","spotify:user:","2021-07-15T08:00:00Z"
"spotify:track:5ihS6UUlyQAfmp48eSkxuQ","Landslide","spotify:artist:08GQAI4eElDnROBrJRGE0X","Fleetwood Mac","spotify:album:5VIQ3VaAoRKOEpJ0fewdvo","Fleetwood Mac","spotify:artist:08GQAI4eElDnROBrJRGE0X","Fleetwood Mac","1975-07-11","https://i.scdn.co/image/ab67616d0000b2734fb043195e8d07e72edc7226","1","8","199493","https://p.scdn.co/mp3-preview/8f5c821de4d47066ac5e68d58fd180975c86530d?cid=9950ac751e34487dbbe027c4fd7f8e99","false","77","spotify:user:","2021-07-15T08:00:00Z"
"spotify:track:4ZoBC5MhSEzuknIgAkBaoT","My Life","spotify:artist:6zFYqv1mOsgBRQbae3JJ9e","Billy Joel","spotify:album:1HmCO8VK98AU6EXPOjGYyI","52nd Street","spotify:artist:6zFYqv1mOsgBRQbae3JJ9e","Billy Joel","1978-10-13","https://i.scdn.co/image/ab67616d0000b2731d4675d5a0345bb93686e4b6","1","3","284000","https://p.scdn.co/mp3-preview/d5681b0bf1b85cc070a61964e615df004d61c13b?cid=9950ac751e34487dbbe027c4fd7f8e99","false","70","spotify:user:","2021-07-15T08:00:00Z"
"spotify:track:0ju1jP0cSPJ8tmojYBEI89","Danny's Song","spotify:artist:7emRV8AluG3d4e5T0DZiK9","Loggins & Messina","spotify:album:5BWgJaesMjpJWCTU9sgUPf","The Best: Loggins & Messina Sittin' In Again","spotify:artist:7emRV8AluG3d4e5T0DZiK9","Loggins & Messina","1971","https://i.scdn.co/image/ab67616d0000b2738ae223aff822ae06e8345f96","1","9","254653","https://p.scdn.co/mp3-preview/d41ca8a83028fbef3b2d2d7077ebe32e1e389852?cid=9950ac751e34487dbbe027c4fd7f8e99","false","65","spotify:user:","2021-07-15T08:00:00Z"
"spotify:track:2AKOOhml62GZNFWDN7VqzT","Killer Queen - Remastered 2011","spotify:artist:1dfeR4HaWDbWqFHLkxsg1d","Queen","spotify:album:5SBHID8qGG3x52zgoh2ilz","Sheer Heart Attack (2011 Remaster)","spotify:artist:1dfeR4HaWDbWqFHLkxsg1d","Queen","1974-11-08","https://i.scdn.co/image/ab67616d0000b27322fcc5e24b98c4acae781c52","1","2","179600","https://p.scdn.co/mp3-preview/631d74374e13a2638cfc306639616e9ceafdb6ff?cid=9950ac751e34487dbbe027c4fd7f8e99","false","48","spotify:user:","2021-07-15T08:00:00Z"
"spotify:track:0z1MCtPlHy0x1g0XojaduR","Your Smiling Face","spotify:artist:0vn7UBvSQECKJm2817Yf1P","James Taylor","spotify:album:69BraN93YbUqOGH1URqGka","The Essential James Taylor","spotify:artist:0vn7UBvSQECKJm2817Yf1P","James Taylor","2013-10-29","https://i.scdn.co/image/ab67616d0000b27349dba916e1dbc1b0368e2554","1","14","164920","https://p.scdn.co/mp3-preview/c68fdd392f6f8f0486652d6b7a8d54d827f48ba5?cid=9950ac751e34487dbbe027c4fd7f8e99","false","48","spotify:user:","2021-07-15T08:00:00Z"
"spotify:track:02fXDM2myvnYF5NyCkKPvp","All Things Must Pass - 2020 Mix","spotify:artist:7FIoB5PHdrMZVC3q2HE5MS","George Harrison","spotify:album:3F3illSUdMEOECbU7HKRG8","All Things Must Pass (2020 Mix)","spotify:artist:7FIoB5PHdrMZVC3q2HE5MS","George Harrison","2020-11-27","https://i.scdn.co/image/ab67616d0000b273607e0586f1a18d2cd18e8b0c","1","1","226960","https://p.scdn.co/mp3-preview/7c21ad4f7d01da5dec88d52c09d53428e6dc3af5?cid=9950ac751e34487dbbe027c4fd7f8e99","false","57","spotify:user:","2021-07-15T08:00:00Z"
"spotify:track:762B4bOcXF7I2Y8UlKTyTy","Chiquitita","spotify:artist:0LcJLqbBmaGUft1e9Mm8HV","ABBA","spotify:album:7iLuHJkrb9KHPkMgddYigh","Voulez-Vous","spotify:artist:0LcJLqbBmaGUft1e9Mm8HV","ABBA","1979","https://i.scdn.co/image/ab67616d0000b273aa22899360d8ba6704732dec","1","8","326320","https://p.scdn.co/mp3-preview/a1661cc947779804c3de2e41001da6e01f6e932d?cid=9950ac751e34487dbbe027c4fd7f8e99","false","75","spotify:user:","2021-07-15T08:00:00Z"
