"Track URI","Track Name","Artist URI(s)","Artist Name(s)","Album URI","Album Name","Album Artist URI(s)","Album Artist Name(s)","Album Release Date","Album Image URL","Disc Number","Track Number","Track Duration (ms)","Track Preview URL","Explicit","Popularity","Added By","Added At"
"spotify:track:1Slwb6dOYkBlWal1PGtnNg","Thinking out Loud","spotify:artist:6eUKZXaKkcviH0Ku9w2n3V","Ed Sheeran","spotify:album:6NoBzYmh5gUusGPCfg0pct","x (Wembley Edition)","spotify:artist:6eUKZXaKkcviH0Ku9w2n3V","Ed Sheeran","2013","https://i.scdn.co/image/ab67616d0000b273d08209944468440145f01524","1","11","281560","https://p.scdn.co/mp3-preview/7fba47d0806142cb34ad2080a5f139eba915fe05?cid=9950ac751e34487dbbe027c4fd7f8e99","false","65","spotify:user:","2021-05-20T22:02:00Z"
"spotify:track:3hB5DgAiMAQ4DzYbsMq1IT","Love Yourself","spotify:artist:1uNFoZAHBGtllmzznpCI3s","Justin Bieber","spotify:album:7fZH0aUAjY3ay25obOUf2a","Purpose (Deluxe)","spotify:artist:1uNFoZAHBGtllmzznpCI3s","Justin Bieber","2015-11-13","https://i.scdn.co/image/ab67616d0000b273b6d9a4fbb0bd49f0f034aead","1","5","233720","","false","1","spotify:user:","2021-05-20T22:02:00Z"
"spotify:track:3e9HZxeyfWwjeyPAMmWSSQ","thank u, next","spotify:artist:66CXWjxzNUsdJxJ2JdwvnR","Ariana Grande","spotify:album:2fYhqwDWXjbpjaIJPEfKFw","thank u, next","spotify:artist:66CXWjxzNUsdJxJ2JdwvnR","Ariana Grande","2019-02-08","https://i.scdn.co/image/ab67616d0000b27356ac7b86e090f307e218e9c8","1","11","207320","https://p.scdn.co/mp3-preview/7486ad655cea42de4b83edbef4e4e0a29cc26bd0?cid=9950ac751e34487dbbe027c4fd7f8e99","true","82","spotify:user:","2021-05-20T22:02:00Z"
"spotify:track:5NORWMFC27ywGSZxi8uquP","Ophelia","spotify:artist:16oZKvXb6WkQlVAjwo2Wbg","The Lumineers","spotify:album:5y1YWb4OONEGbxZQLRNUwO","Cleopatra","spotify:artist:16oZKvXb6WkQlVAjwo2Wbg","The Lumineers","2016-04-08","https://i.scdn.co/image/ab67616d0000b273e4c3db3e7ebfc22bc080f334","1","2","160097","https://p.scdn.co/mp3-preview/d1204e9214afa804f2c74e5795441b75e7fc9e11?cid=9950ac751e34487dbbe027c4fd7f8e99","false","79","spotify:user:","2021-08-10T04:28:07Z"
"spotify:track:47Slg6LuqLaX0VodpSCvPt","Just the Way You Are","spotify:artist:0du5cEVh5yTK9QJze8zA0C","Bruno Mars","spotify:album:6J84szYCnMfzEcvIcfWMFL","Doo-Wops & Hooligans","spotify:artist:0du5cEVh5yTK9QJze8zA0C","Bruno Mars","2010-10-05","https://i.scdn.co/image/ab67616d0000b273caaa456c44f69f10c8b2aa53","1","2","220733","https://p.scdn.co/mp3-preview/07c6c33d6426d61ffd2e93d4c06ca599f7761b46?cid=9950ac751e34487dbbe027c4fd7f8e99","false","78","spotify:user:","2021-05-20T22:02:00Z"
"spotify:track:7BKLCZ1jbUBVqRi2FVlTVw","Closer","spotify:artist:69GGBxA162lTqCwzJG5jLp, spotify:artist:26VFTg2z8YR0cCuwLzESi2","The Chainsmokers, Halsey","spotify:album:0rSLgV8p5FzfnqlEk4GzxE","Closer","spotify:artist:69GGBxA162lTqCwzJG5jLp, spotify:artist:26VFTg2z8YR0cCuwLzESi2","The Chainsmokers, Halsey","2016-07-29","https://i.scdn.co/image/ab67616d0000b273495ce6da9aeb159e94eaa453","1","1","244960","https://p.scdn.co/mp3-preview/8d3df1c64907cb183bff5a127b1525b530992afb?cid=9950ac751e34487dbbe027c4fd7f8e99","false","84","spotify:user:","2021-05-20T22:02:00Z"
"spotify:track:7IHOIqZUUInxjVkko181PB","Stay With Me","spotify:artist:2wY79sveU1sp5g7SokKOiI","Sam Smith","spotify:album:7p7RFI5jtwYDknwhnQgmlp","In The Lonely Hour (Deluxe Edition)","spotify:artist:2wY79sveU1sp5g7SokKOiI","Sam Smith","2014-01-01","https://i.scdn.co/image/ab67616d0000b27360b7e435520b0426265ac26f","1","3","172723","","false","0","spotify:user:","2021-05-20T22:02:00Z"
"spotify:track:0nrRP2bk19rLc0orkWPQk2","Wake Me Up","spotify:artist:1vCWHaC5f2uS3yhpwWbIA6","Avicii","spotify:album:2H6i2CrWgXE1HookLu8Au0","True","spotify:artist:1vCWHaC5f2uS3yhpwWbIA6","Avicii","2013-01-01","https://i.scdn.co/image/ab67616d0000b273e14f11f796cef9f9a82691a7","1","1","247426","https://p.scdn.co/mp3-preview/a1e73653f46914198a3d8e6880be2c782606fbc3?cid=9950ac751e34487dbbe027c4fd7f8e99","false","84","spotify:user:","2021-05-20T22:02:00Z"
"spotify:track:2Fxmhks0bxGSBdJ92vM42m","bad guy","spotify:artist:6qqNVTkY8uBg9cP3Jd7DAH","Billie Eilish","spotify:album:0S0KGZnfBGSIssfF54WSJh","WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?","spotify:artist:6qqNVTkY8uBg9cP3Jd7DAH","Billie Eilish","2019-03-29","https://i.scdn.co/image/ab67616d0000b27350a3147b4edd7701a876c6ce","1","2","194087","https://p.scdn.co/mp3-preview/11fadb5f777b56f8800d67365bc0b50bfe0d827a?cid=9950ac751e34487dbbe027c4fd7f8e99","false","85","spotify:user:","2021-05-20T22:02:00Z"
"spotify:track:7y2YUIyCuVhBidENVT0068","Love Me Like You Do - From ""Fifty Shades Of Grey""","spotify:artist:0X2BH1fck6amBIoJhDVmmJ","Ellie Goulding","spotify:album:2YLHkrwyRBsjBgSAySg0es","Love Me Like You Do (From ""Fifty Shades Of Grey"")","spotify:artist:0X2BH1fck6amBIoJhDVmmJ","Ellie Goulding","2015-01-07","https://i.scdn.co/image/ab67616d0000b2737e3e34dcefc6f62b01b7d3f0","1","1","252538","","false","0","spotify:user:","2021-05-20T22:02:00Z"
